country,Year,success,internationalAttack,attackType,targetTypeTitle,targetType,targetSubtype,terroristGroup,numberKilled,numberWounded
United Kingdom      ,2016,1,1,Assalto                       ,TargetType,Cidadãos e Propriedade ,Civis                                          ,Muslim extremists                                 ,1,1
Finland             ,2016,1,0,Infraestrutura      ,TargetType,Religião,Local de Culto                                  ,Desconhecido                                           ,0,0
United Kingdom      ,2016,1,1,Desconhecido                       ,TargetType,Cidadãos e Propriedade ,Desconhecido                                           ,Dissident Republicans                             ,0,0
United Kingdom      ,2016,0,1,Assalto                       ,TargetType,Policia              ,Agentes da Policia                      ,Dissident Republicans                             ,0,0
United Kingdom      ,2016,1,1,Assalto                       ,TargetType,Policia              ,Agentes da Policia                      ,Dissident Republicans                             ,0,2
United Kingdom      ,2016,0,1,Assalto                       ,TargetType,Policia              ,Agentes da Policia                      ,Dissident Republicans                             ,0,0
Germany             ,2016,1,1,Infraestrutura      ,TargetType,Cidadãos e Propriedade ,Desconhecido                                           ,Kurdistan Workers' Party (PKK)                    ,0,0
United Kingdom      ,2016,1,1,Infraestrutura      ,TargetType,Cidadãos e Propriedade ,Desconhecido                                           ,Desconhecido                                           ,0,0
United Kingdom      ,2016,1,1,Infraestrutura      ,TargetType,Instituto Educacional    , Edifício Educacional,Desconhecido                                           ,0,0
Sweden              ,2016,1,0,Infraestrutura      ,TargetType,Cidadãos e Propriedade ,Refugiado                                           ,Desconhecido                                           ,0,0
Sweden              ,2016,1,0,Infraestrutura      ,TargetType,Instituto Educacional    , Edifício Educacional,Desconhecido                                           ,0,0
Italy               ,2016,1,0,Bombardeamento             ,TargetType,Religião,Local de Culto                                  ,Anarchists                                        ,0,0
United Kingdom      ,2016,1,1,Infraestrutura      ,TargetType,Religião,Local de Culto                                  ,Desconhecido                                           ,0,0
United Kingdom      ,2016,1,1,Assalto                       ,TargetType,Cidadãos e Propriedade ,Civis                                          ,Irish Republican Army (IRA)                       ,1,0
Germany             ,2016,1,0,Bombardeamento             ,TargetType,Religião,Local de Culto                                  ,Jihadi-inspired extremists                        ,0,3
United Kingdom      ,2016,1,1,Assalto                       ,TargetType,Cidadãos e Propriedade ,Civis                                          ,Irish Republican Army (IRA)                       ,0,1
United Kingdom      ,2016,1,1,Infraestrutura      ,TargetType,Religião,Local de Culto                                  ,Anarchists                                        ,0,0
Ireland             ,2016,1,0,Infraestrutura      ,TargetType,Cidadãos e Propriedade ,Casa                                             ,Desconhecido                                           ,0,0
United Kingdom      ,2016,1,1,Infraestrutura      ,TargetType,Religião,Local de Culto                                  ,Anarchists                                        ,0,0
France              ,2016,1,0,Assalto                       ,TargetType,Forças Militares            ,Pessoal Militar                                ,Desconhecido                                           ,0,1
Greece              ,2016,1,0,Infraestrutura      ,TargetType,Policia              ,Organizações Policiais                                    ,Anarchists                                        ,0,0
United Kingdom      ,2016,1,1,Infraestrutura      ,TargetType,Policia              ,Agentes da Policia                      ,Desconhecido                                           ,0,0
Sweden              ,2016,1,0,Infraestrutura      ,TargetType,Cidadãos e Propriedade ,Refugiado                                           ,Desconhecido                                           ,0,0
Greece              ,2016,1,0,Infraestrutura      ,TargetType,Governo                  ,Instituições Governamentais                                      ,Desconhecido                                           ,0,0
France              ,2016,1,0,Infraestrutura      ,TargetType,Religião,Local de Culto                                  ,Desconhecido                                           ,0,0
Italy               ,2016,0,0,Bombardeamento             ,TargetType,Governo                  ,Instituições Governamentais                                      ,Anarchists                                        ,0,0
United Kingdom      ,2016,1,1,Reféns               ,TargetType,Cidadãos e Propriedade ,Civis                                          ,Dissident Republicans                             ,0,1
United Kingdom      ,2016,1,1,Assalto                       ,TargetType,Cidadãos e Propriedade ,Casa                                             ,Desconhecido                                           ,0,0
United Kingdom      ,2016,1,1,Infraestrutura      ,TargetType,Negócios                 ,Lojistas                                            ,Anti-Semitic extremists                           ,0,0
United Kingdom      ,2016,1,1,Assalto                       ,TargetType,Cidadãos e Propriedade ,Civis                                          ,Irish Republican Army (IRA)                       ,1,0
United Kingdom      ,2016,1,1,Assalto                       ,TargetType,Cidadãos e Propriedade ,Civis                                          ,Dissident Republicans                             ,0,1
United Kingdom      ,2016,1,1,Assalto                       ,TargetType,Cidadãos e Propriedade ,Civis                                          ,Dissident Republicans                             ,0,1
Germany             ,2016,1,0,Assalto                       ,TargetType,Cidadãos e Propriedade ,Civis                                          ,Muslim extremists                                 ,1,3
United Kingdom      ,2016,1,1,Infraestrutura      ,TargetType,Cidadãos e Propriedade ,Desconhecido                                           ,Desconhecido                                           ,0,0
United Kingdom      ,2016,1,1,Assalto                       ,TargetType,Cidadãos e Propriedade ,Civis                                          ,Desconhecido                                           ,0,1
United Kingdom      ,2016,0,1,Bombardeamento             ,TargetType,Desconhecido                       ,Desconhecido                                           ,Desconhecido                                           ,0,0
United Kingdom      ,2016,1,1,Infraestrutura      ,TargetType,Religião,Local de Culto                                  ,Desconhecido                                           ,0,0
Poland              ,2016,1,0,Bombardeamento             ,TargetType,Transportes              ,Bus                                               ,Anti-Immigrant extremists                         ,0,1
United Kingdom      ,2016,0,1,Assalto                       ,TargetType,Policia              ,Agentes da Policia                      ,Desconhecido                                           ,0,0
Italy               ,2016,0,0,Bombardeamento             ,TargetType,Religião,Local de Culto                                  ,Anarchists                                        ,0,0
Poland              ,2016,0,0,Bombardeamento             ,TargetType,Policia              ,Agentes da Policia                      ,Anarchists                                        ,0,0
France              ,2016,1,0,Assalto                       ,TargetType,Forças Militares            ,Pessoal Militar                                ,Jihadi-inspired extremists                        ,0,1
United Kingdom      ,2016,0,1,Assalto                       ,TargetType,Policia              ,Agentes da Policia                      ,South East Antrim Brigade                         ,0,0
Austria             ,2016,1,0,Infraestrutura      ,TargetType,Cidadãos e Propriedade ,Refugiado                                           ,Desconhecido                                           ,0,0
Greece              ,2016,0,0,Assassinato                 ,TargetType,Governo                  ,Organização                                      ,Desconhecido                                           ,0,0
Italy               ,2016,0,1,Bombardeamento             ,TargetType,Governo                  ,Organização                                      ,Anarchists                                        ,0,0
Italy               ,2016,0,0,Bombardeamento             ,TargetType,Governo                  ,Instituições Governamentais                                      ,Anarchists                                        ,0,0
Finland             ,2016,1,1,Infraestrutura      ,TargetType,Transportes              ,Bus                                               ,Animal Liberation Front (ALF)                     ,0,0
United Kingdom      ,2016,1,1,Desconhecido                       ,TargetType,Cidadãos e Propriedade ,Civis                                          ,Desconhecido                                           ,0,1
United Kingdom      ,2016,1,1,Infraestrutura      ,TargetType,Cidadãos e Propriedade ,Casa                                             ,Desconhecido                                           ,0,0
France              ,2016,1,0,Assassinato                 ,TargetType,Policia              ,Agentes da Policia                      ,Jihadi-inspired extremists                        ,3,0
United Kingdom      ,2016,1,1,Assassinato                 ,TargetType,Governo                  ,Politicos                                      ,Neo-Nazi extremists                               ,1,1
United Kingdom      ,2016,0,1,Bombardeamento             ,TargetType,Desconhecido                       ,Desconhecido                                           ,Dissident Republicans                             ,0,0
Greece              ,2016,1,1,Assalto                       ,TargetType,Governo                  ,Embaixada                                           ,Desconhecido                                           ,0,0
Greece              ,2016,1,0,Assalto                       ,TargetType,Governo                  ,Instituições Governamentais                                      ,Desconhecido                                           ,0,0
Greece              ,2016,0,0,Assalto                       ,TargetType,Policia              ,Agentes da Policia                      ,Desconhecido                                           ,0,0
France              ,2016,1,1,Infraestrutura      ,TargetType,Governo                  ,Embaixada                                           ,Desconhecido                                           ,0,0
Greece              ,2016,1,1,Infraestrutura      ,TargetType,Negócios                 ,Lojistas                                            ,Les Casseurs                                      ,0,0
Netherlands         ,2016,1,1,Assalto                       ,TargetType,Cidadãos e Propriedade ,Desconhecido                                           ,Kurdistan Workers' Party (PKK)                    ,0,2
Netherlands         ,2016,1,1,Infraestrutura      ,TargetType,Religião,Local de Culto                                  ,Kurdistan Workers' Party (PKK)                    ,0,2
United Kingdom      ,2016,1,1,Infraestrutura      ,TargetType,Cidadãos e Propriedade ,Desconhecido                                           ,Desconhecido                                           ,0,0
United Kingdom      ,2016,1,1,Assalto                       ,TargetType,Negócios                 ,Lojistas                                            ,Desconhecido                                           ,0,1
Greece              ,2016,1,0,Bombardeamento             ,TargetType,Governo                  ,Instituições Governamentais                                      ,Desconhecido                                           ,0,0
United Kingdom      ,2016,1,1,Assalto                       ,TargetType,Cidadãos e Propriedade ,Civis                                          ,Desconhecido                                           ,0,1
France              ,2016,1,0,Infraestrutura      ,TargetType,Negócios                 ,Lojistas                                            ,Comite d'Action Viticole                          ,0,0
United Kingdom      ,2016,1,1,Infraestrutura      ,TargetType,Cidadãos e Propriedade ,Civis                                          ,Desconhecido                                           ,0,0
Ireland             ,2016,0,0,Bombardeamento             ,TargetType,Cidadãos e Propriedade ,Casa                                             ,Desconhecido                                           ,0,0
United Kingdom      ,2016,1,1,Infraestrutura      ,TargetType,Negócios                 ,Lojistas                                            ,Desconhecido                                           ,0,0
United Kingdom      ,2016,0,1,Bombardeamento             ,TargetType,Desconhecido                       ,Desconhecido                                           ,Dissident Republicans                             ,0,0
United Kingdom      ,2016,1,1,Assalto                       ,TargetType,Transportes              ,Bus                                               ,Desconhecido                                           ,0,0
United Kingdom      ,2016,0,1,Assalto                       ,TargetType,Policia              ,Agentes da Policia                      ,Desconhecido                                           ,0,0
United Kingdom      ,2016,1,1,UnAssalto                     ,TargetType,Cidadãos e Propriedade ,Civis                                          ,Desconhecido                                           ,0,1
United Kingdom      ,2016,0,1,Bombardeamento             ,TargetType,Desconhecido                       ,Desconhecido                                           ,Desconhecido                                           ,0,0
United Kingdom      ,2016,1,1,Infraestrutura      ,TargetType,Cidadãos e Propriedade ,Civis                                          ,Desconhecido                                           ,0,0
France              ,2016,1,1,Assalto                       ,TargetType,Cidadãos e Propriedade ,Desconhecido                                           ,Jihadi-inspired extremists                        ,87,433
Germany             ,2016,1,1,Assalto                       ,TargetType,Cidadãos e Propriedade ,Civis                                          ,Jihadi-inspired extremists                        ,1,5
France              ,2016,1,0,Infraestrutura      ,TargetType,Negócios                 ,Lojistas                                            ,Comite d'Action Viticole                          ,0,0
United Kingdom      ,2016,0,1,Reféns               ,TargetType,Forças Militares            ,Pessoal Militar                                ,Muslim extremists                                 ,0,1
Germany             ,2016,1,1,Assalto                       ,TargetType,Cidadãos e Propriedade ,Civis                                          ,Anti-Immigrant extremists                         ,10,27
United Kingdom      ,2016,1,1,Infraestrutura      ,TargetType,Religião,Local de Culto                                  ,Desconhecido                                           ,0,0
United Kingdom      ,2016,1,1,Infraestrutura      ,TargetType,Cidadãos e Propriedade ,Desconhecido                                           ,Desconhecido                                           ,0,0
Netherlands         ,2016,1,0,Infraestrutura      ,TargetType,Cidadãos e Propriedade ,Desconhecido                                           ,Desconhecido                                           ,0,0
United Kingdom      ,2016,0,1,Bombardeamento             ,TargetType,Desconhecido                       ,Desconhecido                                           ,Desconhecido                                           ,0,0
Germany             ,2016,1,0,Bombardeamento             ,TargetType,Negócios                 ,Entretenimento         ,Jihadi-inspired extremists                        ,1,15
Netherlands         ,2016,1,0,Infraestrutura      ,TargetType,Non-Governmental Organizaçãos,Desconhecido                                           ,Desconhecido                                           ,0,0
United Kingdom      ,2016,1,1,Infraestrutura      ,TargetType,Religião,Local de Culto                                  ,Desconhecido                                           ,0,0
France              ,2016,1,0,Reféns               ,TargetType,Religião,Local de Culto                                  ,Jihadi-inspired extremists                        ,3,1
United Kingdom      ,2016,0,1,Bombardeamento             ,TargetType,Cidadãos e Propriedade ,Casa                                             ,Desconhecido                                           ,0,0
France              ,2016,1,0,Infraestrutura      ,TargetType,Religião,Local de Culto                                  ,Desconhecido                                           ,0,0
Greece              ,2016,0,0,Assassinato                 ,TargetType,Governo                  ,Organização                                      ,Desconhecido                                           ,0,0
Greece              ,2016,0,0,Assalto                       ,TargetType,Negócios                 ,Corporações                                       ,Anarchists                                        ,0,0
Greece              ,2016,1,0,Infraestrutura      ,TargetType,Cidadãos e Propriedade ,Politicos                                      ,Anarchists                                        ,0,0
Greece              ,2016,1,0,Infraestrutura      ,TargetType,Cidadãos e Propriedade ,Politicos                                      ,Anarchists                                        ,0,0
United Kingdom      ,2016,1,1,Infraestrutura      ,TargetType,Cidadãos e Propriedade ,Casa                                             ,Desconhecido                                           ,0,0
United Kingdom      ,2016,0,1,Bombardeamento             ,TargetType,Policia              ,Agentes da Policia                      ,Irish Republican Army (IRA)                       ,0,0
Greece              ,2016,1,0,Infraestrutura      ,TargetType,Religião,Local de Culto                                  ,Anarchists                                        ,0,0
Greece              ,2016,1,1,Assalto                       ,TargetType,Governo                  ,Embaixada                                           ,Organização for Revolutionary Self Defense       ,0,0
United Kingdom      ,2016,1,1,Assalto                       ,TargetType,Cidadãos e Propriedade ,Desconhecido                                           ,Dissident Republicans                             ,0,0
United Kingdom      ,2016,0,1,Reféns               ,TargetType,Forças Militares            ,Pessoal Militar                                ,Desconhecido                                           ,0,0
Germany             ,2016,1,0,Infraestrutura      ,TargetType,Cidadãos e Propriedade ,Politicos                                      ,Desconhecido                                           ,0,0
Belgium             ,2016,1,0,Assalto                       ,TargetType,Policia              ,Agentes da Policia                      ,Desconhecido                                           ,1,2
Greece              ,2016,1,0,Infraestrutura      ,TargetType,Religião,Desconhecido                                           ,Unrepentant Anarchists                            ,0,0
United Kingdom      ,2016,0,1,Bombardeamento             ,TargetType,Policia              ,Agentes da Policia                      ,Dissident Republicans                             ,0,0
United Kingdom      ,2016,1,1,Assalto                       ,TargetType,Policia              ,Agentes da Policia                      ,Desconhecido                                           ,0,0
Austria             ,2016,1,1,Infraestrutura      ,TargetType,Cidadãos e Propriedade ,Desconhecido                                           ,Kurdistan Workers' Party (PKK)                    ,0,0
Germany             ,2016,1,0,Infraestrutura      ,TargetType,Governo                  ,Politicos                                      ,Left-wing extremists                              ,0,0
Ireland             ,2016,0,0,Bombardeamento             ,TargetType,Desconhecido                       ,Desconhecido                                           ,Desconhecido                                           ,0,0
United Kingdom      ,2016,1,1,Infraestrutura      ,TargetType,Cidadãos e Propriedade ,Desconhecido                                           ,Desconhecido                                           ,0,0
United Kingdom      ,2016,0,1,Bombardeamento             ,TargetType,Policia              ,Agentes da Policia                      ,Dissident Republicans                             ,0,0
United Kingdom      ,2016,1,1,Infraestrutura      ,TargetType,Cidadãos e Propriedade ,Civis                                          ,Desconhecido                                           ,0,0
France              ,2016,1,0,Assalto                       ,TargetType,Cidadãos e Propriedade ,Civis                                          ,Anti-Semitic extremists                           ,0,1
Greece              ,2016,1,0,Infraestrutura      ,TargetType,Cidadãos e Propriedade ,Refugiado                                           ,Desconhecido,0,0
Czech Republic      ,2016,0,1,Assassinato                 ,TargetType,Governo                  ,Desconhecido                                           ,Desconhecido                                           ,0,0
United Kingdom      ,2016,0,1,Bombardeamento             ,TargetType,Cidadãos e Propriedade ,Civis                                          ,Desconhecido                                           ,0,0
Belgium             ,2016,1,0,Infraestrutura      ,TargetType,Governo                  ,Instituições Governamentais                                      ,Desconhecido                                           ,0,0
France              ,2016,1,0,Assalto                       ,TargetType,Policia              ,Agentes da Policia                      ,Desconhecido                                           ,0,1
Denmark             ,2016,1,0,Assalto                       ,TargetType,Policia              ,Agentes da Policia                      ,Jihadi-inspired extremists                        ,1,3
France              ,2016,0,0,Assalto                       ,TargetType,Desconhecido                       ,Desconhecido                                           ,Jihadi-inspired extremists                        ,0,0
Slovak Republic     ,2016,1,0,UnAssalto                     ,TargetType,Non-Governmental Organizaçãos,Desconhecido                                           ,Right-wing extremists                             ,0,1
United Kingdom      ,2016,0,1,Bombardeamento             ,TargetType,Policia              ,Agentes da Policia                      ,Desconhecido                                           ,0,0
Germany             ,2016,1,0,Infraestrutura      ,TargetType,Policia              ,Agentes da Policia                      ,Desconhecido                                           ,0,0
Spain               ,2016,1,0,Infraestrutura      ,TargetType,Religião,Local de Culto                                  ,Muslim extremists                                 ,0,0
Germany             ,2016,1,0,Infraestrutura      ,TargetType,Cidadãos e Propriedade ,Politicos                                      ,Desconhecido                                           ,0,0
Germany             ,2016,1,0,Assalto                       ,TargetType,Cidadãos e Propriedade ,Refugiado                                           ,Desconhecido                                           ,0,5
United Kingdom      ,2016,1,1,Infraestrutura      ,TargetType,Religião,Local de Culto                                  ,Anti-Muslim extremists                            ,0,0
United Kingdom      ,2016,1,1,Infraestrutura      ,TargetType,Cidadãos e Propriedade ,Casa                                             ,Desconhecido                                           ,0,0
United Kingdom      ,2016,1,1,Infraestrutura      ,TargetType,Cidadãos e Propriedade ,Casa                                             ,Desconhecido                                           ,0,0
Hungary             ,2016,1,0,Bombardeamento             ,TargetType,Policia              ,Agentes da Policia                      ,Desconhecido                                           ,0,2
Germany             ,2016,1,0,Infraestrutura      ,TargetType,Religião,Local de Culto                                  ,Desconhecido                                           ,0,0
Sweden              ,2016,0,0,Bombardeamento             ,TargetType,Instituto Educacional    , Edifício Educacional,Desconhecido                                           ,0,0
Germany             ,2016,1,0,Bombardeamento             ,TargetType,Religião,Local de Culto                                  ,Desconhecido,0,0
Germany             ,2016,1,0,Bombardeamento             ,TargetType,Negócios                 ,Desconhecido                                           ,Desconhecido,0,0
United Kingdom      ,2016,1,1,Bombardeamento             ,TargetType,Cidadãos e Propriedade ,Casa                                             ,Desconhecido                                           ,0,0
Germany             ,2016,1,0,Infraestrutura      ,TargetType,Cidadãos e Propriedade ,Refugiado                                           ,Desconhecido                                           ,0,0
Germany             ,2016,1,0,UnAssalto                     ,TargetType,Governo                  ,Politicos                                      ,Neo-Nazi extremists                               ,0,1
Germany             ,2016,1,0,Infraestrutura      ,TargetType,Policia              ,Agentes da Policia                      ,Desconhecido                                           ,0,0
Germany             ,2016,1,0,Infraestrutura      ,TargetType,Governo                  ,Politicos                                      ,Left-wing extremists                              ,0,0
Belgium             ,2016,1,0,Assalto                       ,TargetType,Policia              ,Agentes da Policia                      ,Muslim extremists                                 ,0,4
United Kingdom      ,2016,1,1,Infraestrutura      ,TargetType,Governo                  ,Politicos                                      ,Desconhecido                                           ,0,0
Germany             ,2016,1,1,Assalto                       ,TargetType,Cidadãos e Propriedade ,Refugiado                                           ,Right-wing extremists                             ,0,3
Greece              ,2016,1,0,Bombardeamento             ,TargetType,Policia              ,Prisão                                            ,Desconhecido                                           ,0,0
Sweden              ,2016,1,0,Infraestrutura      ,TargetType,Religião,Local de Culto                                  ,Desconhecido                                           ,0,0
Greece              ,2016,1,0,Bombardeamento             ,TargetType,Governo                  ,Organização                                      ,Conspiracy of Cells of Fire                       ,0,0
United Kingdom      ,2016,1,1,Infraestrutura      ,TargetType,Cidadãos e Propriedade ,Casa                                             ,Desconhecido                                           ,0,2
Sweden              ,2016,0,1,Infraestrutura      ,TargetType,Cidadãos e Propriedade ,Refugiado                                           ,Desconhecido                                           ,0,0
Spain               ,2016,1,0,UnAssalto                     ,TargetType,Policia              ,Agentes da Policia                      ,Alde Hemendik Movement                            ,0,4
Germany             ,2016,1,0,Assalto                       ,TargetType,Cidadãos e Propriedade ,Civis                                          ,Desconhecido                                           ,1,2
Sweden              ,2016,1,1,Infraestrutura      ,TargetType,Cidadãos e Propriedade ,Refugiado                                           ,Desconhecido                                           ,0,0
United Kingdom      ,2016,1,1,Reféns               ,TargetType,Cidadãos e Propriedade ,Civis                                          ,Oglaigh na hEireann                               ,0,1
United Kingdom      ,2016,1,1,Infraestrutura      ,TargetType,Cidadãos e Propriedade ,Casa                                             ,Desconhecido                                           ,0,0
United Kingdom      ,2016,1,1,Assalto                       ,TargetType,Cidadãos e Propriedade ,Civis                                          ,Irish Republican Army (IRA)                       ,1,0
Sweden              ,2016,1,1,Infraestrutura      ,TargetType,Cidadãos e Propriedade ,Refugiado                                           ,Desconhecido                                           ,0,0
Ireland             ,2016,0,0,Bombardeamento             ,TargetType,Desconhecido                       ,Desconhecido                                           ,Desconhecido                                           ,0,0
France              ,2016,1,1,Infraestrutura      ,TargetType,Cidadãos e Propriedade ,Refugiado                                           ,No Borders Group                                  ,0,0
United Kingdom      ,2016,1,1,Infraestrutura      ,TargetType,Cidadãos e Propriedade ,Monumento           ,Desconhecido                                           ,0,0
Bulgaria            ,2016,1,0,UnAssalto                     ,TargetType,Non-Governmental Organizaçãos,Desconhecido                                           ,Desconhecido                                           ,0,1
Germany             ,2016,1,0,Infraestrutura      ,TargetType,Negócios                 ,Lojistas                                            ,Bahoz                                             ,0,1
France              ,2016,1,1,Infraestrutura      ,TargetType,Governo                  ,Embaixada                                           ,Desconhecido                                           ,0,0
Germany             ,2016,1,1,Infraestrutura      ,TargetType,Governo                  ,Embaixada                                           ,Kurdistan Workers' Party (PKK)                    ,0,0
Germany             ,2016,1,0,Bombardeamento             ,TargetType,Cidadãos e Propriedade ,Monumento           ,Desconhecido                                           ,0,0
United Kingdom      ,2016,1,1,Infraestrutura      ,TargetType,Negócios                 ,Entretenimento         ,Desconhecido                                           ,0,0
Greece              ,2016,1,1,Bombardeamento             ,TargetType,Governo                  ,Embaixada                                           ,Organização for Revolutionary Self Defense       ,0,1
United Kingdom      ,2016,0,1,Bombardeamento             ,TargetType,Desconhecido                       ,Desconhecido                                           ,Dissident Republicans                             ,0,0
Sweden              ,2016,1,0,Bombardeamento             ,TargetType,Negócios                 ,Lojistas                                            ,Nordic Resistance Movement                        ,0,0
United Kingdom      ,2016,1,1,Infraestrutura      ,TargetType,Cidadãos e Propriedade ,Casa                                             ,Desconhecido                                           ,0,0
United Kingdom      ,2016,1,1,Assalto                       ,TargetType,Cidadãos e Propriedade ,Civis                                          ,Loyalists                                         ,0,1
Germany             ,2016,1,1,Infraestrutura      ,TargetType,Negócios                 ,Lojistas                                            ,Neo-Nazi extremists                               ,0,0
Greece              ,2016,1,0,Infraestrutura      ,TargetType,Policia              ,Organizações Policiais                                    ,Anarchists                                        ,0,0
Ireland             ,2016,0,0,Bombardeamento             ,TargetType,Desconhecido                       ,Desconhecido                                           ,Desconhecido                                           ,0,0
Italy               ,2016,1,0,Infraestrutura      ,TargetType,Negócios                 ,Energia                                            ,Anarchists                                        ,0,0
France              ,2016,1,1,UnAssalto                     ,TargetType,Cidadãos e Propriedade ,Desconhecido                                           ,Desconhecido                                           ,0,15
United Kingdom      ,2016,0,1,Bombardeamento             ,TargetType,Cidadãos e Propriedade ,Civis                                          ,Desconhecido                                           ,0,0
Germany             ,2016,1,0,Infraestrutura      ,TargetType,Negócios                 ,Desconhecido                                           ,Left-wing extremists                              ,0,0
Germany             ,2016,0,0,Bombardeamento             ,TargetType,Cidadãos e Propriedade ,Monumento           ,Jihadi-inspired extremists                        ,0,0
Austria             ,2016,1,1,Infraestrutura      ,TargetType,Cidadãos e Propriedade ,Refugiado                                           ,Desconhecido                                           ,0,0
Italy               ,2016,1,0,Bombardeamento             ,TargetType,Policia              ,Organizações Policiais                                    ,Anarchists                                        ,0,0
Germany             ,2016,0,0,Bombardeamento             ,TargetType,Cidadãos e Propriedade ,Monumento           ,Jihadi-inspired extremists                        ,0,0
Ireland             ,2016,1,1,Assassinato                 ,TargetType,Cidadãos e Propriedade ,Civis                                          ,Dissident Republicans                             ,1,0
United Kingdom      ,2016,0,1,Infraestrutura      ,TargetType,Cidadãos e Propriedade ,Casa                                             ,Desconhecido                                           ,0,0
France              ,2016,0,0,Bombardeamento             ,TargetType,Religião,Local de Culto                                  ,Desconhecido                                           ,0,0
Cyprus              ,2016,0,0,Assassinato                 ,TargetType,Governo                  ,Organização                                      ,Desconhecido                                           ,0,0
Greece              ,2016,0,0,Bombardeamento             ,TargetType,Governo                  ,Instituições Governamentais                                      ,Group of Popular Fighters                         ,0,0
Ireland             ,2016,0,0,Bombardeamento             ,TargetType,Desconhecido                       ,Desconhecido                                           ,Desconhecido                                           ,0,0
United Kingdom      ,2016,1,1,Assalto                       ,TargetType,Cidadãos e Propriedade ,Civis                                          ,Anti-Muslim extremists                            ,0,1
United Kingdom      ,2016,1,1,Bombardeamento             ,TargetType,Desconhecido                       ,Desconhecido                                           ,Desconhecido                                           ,0,0
France              ,2016,1,1,Assalto                       ,TargetType,Cidadãos e Propriedade ,Refugiado                                           ,Desconhecido                                           ,1,13
France              ,2016,1,0,Infraestrutura      ,TargetType,Religião,Local de Culto                                  ,Desconhecido                                           ,0,0
Greece              ,2016,0,0,Assalto                       ,TargetType,Policia              ,Agentes da Policia                      ,Anarchists                                        ,0,0
United Kingdom      ,2016,1,1,Assalto                       ,TargetType,Cidadãos e Propriedade ,Civis                                          ,Oglaigh na hEireann                               ,0,1
Germany             ,2016,1,1,UnAssalto                     ,TargetType,Cidadãos e Propriedade ,Monumento           ,Jihadi-inspired extremists                        ,12,48
Germany             ,2016,1,1,Desconhecido                       ,TargetType,Cidadãos e Propriedade ,Civis                                          ,Jihadi-inspired extremists                        ,1,0
United Kingdom      ,2016,0,1,Bombardeamento             ,TargetType,Cidadãos e Propriedade ,Casa                                             ,Desconhecido                                           ,0,0
United Kingdom      ,2016,1,1,Bombardeamento             ,TargetType,Cidadãos e Propriedade ,Casa                                             ,Desconhecido                                           ,0,0
Belgium             ,2016,0,0,Bombardeamento             ,TargetType,Cidadãos e Propriedade ,Monumento           ,Desconhecido                                           ,0,0
Italy               ,2016,1,0,Assalto                       ,TargetType,Policia              ,Agentes da Policia                      ,Jihadi-inspired extremists                        ,1,1
Ireland             ,2016,1,0,UnAssalto                     ,TargetType,Jornalismo e Media         ,Desconhecido                                           ,Desconhecido                                           ,0,1
Netherlands         ,2016,1,0,Infraestrutura      ,TargetType,Religião,Local de Culto                                  ,Right-wing extremists                             ,0,0
United Kingdom      ,2016,0,1,Bombardeamento             ,TargetType,Desconhecido                       ,Desconhecido                                           ,Desconhecido                                           ,0,0
Italy               ,2017,1,0,Bombardeamento             ,TargetType,Negócios                 ,Lojistas                                            ,Anarchists                                        ,0,1
Greece              ,2017,1,0,Bombardeamento             ,TargetType,Governo                  ,Instituições Governamentais                                      ,Desconhecido                                           ,0,0
Greece              ,2017,1,0,Bombardeamento             ,TargetType,Non-Governmental Organizaçãos,Desconhecido                                           ,Desconhecido                                           ,0,0
Greece              ,2017,0,0,Infraestrutura      ,TargetType,Negócios                 ,Desconhecido                                           ,Desconhecido                                           ,0,0
Sweden              ,2017,1,0,Bombardeamento             ,TargetType,Cidadãos e Propriedade ,Refugiado                                           ,Nordic Resistance Movement                        ,0,1
France              ,2017,1,0,Infraestrutura      ,TargetType,Religião,Local de Culto                                  ,Desconhecido                                           ,0,0
United Kingdom      ,2017,1,1,Assalto                       ,TargetType,Cidadãos e Propriedade ,Civis                                          ,Desconhecido                                           ,0,1
United Kingdom      ,2017,1,1,Infraestrutura      ,TargetType,Religião,Local de Culto                                  ,Anti-Muslim extremists                            ,0,0
Greece              ,2017,1,0,Assalto                       ,TargetType,Policia              ,Agentes da Policia                      ,Organização for Revolutionary Self Defense       ,0,1
United Kingdom      ,2017,1,1,Assalto                       ,TargetType,Cidadãos e Propriedade ,Civis                                          ,Oglaigh na hEireann                               ,0,2
United Kingdom      ,2017,0,1,Bombardeamento             ,TargetType,Policia              ,Agentes da Policia                      ,Oglaigh na hEireann                               ,0,0
United Kingdom      ,2017,1,1,Assalto                       ,TargetType,Cidadãos e Propriedade ,Civis                                          ,Desconhecido                                           ,0,1
United Kingdom      ,2017,0,1,Bombardeamento             ,TargetType,Cidadãos e Propriedade ,Desconhecido                                           ,Desconhecido                                           ,0,0
United Kingdom      ,2017,1,1,Assalto                       ,TargetType,Policia              ,Agentes da Policia                      ,Irish Republican Army (IRA)                       ,0,1
Sweden              ,2017,0,1,Bombardeamento             ,TargetType,Cidadãos e Propriedade ,Refugiado                                           ,Nordic Resistance Movement                        ,0,0
United Kingdom      ,2017,1,1,Bombardeamento             ,TargetType,Cidadãos e Propriedade ,Casa                                             ,Desconhecido                                           ,0,0
